"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù",
"ÇÔ¿­À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","43","35","38","20","19","27","0","0","0","","","","","","","26**","24","20**","39",
"³²Áßµ¿","¿ùÆò±Õ","","65","63","80","78","81","58","31","27","46","45","54","47","51","51","54","60","41","48","24","23","25","45","79","56","75","72","78","51","58","44","30","31","28","37","45","27**","","","","","","","","","","","","","","","","","","","","","","",
"ÆÈºÀµ¿","¿ùÆò±Õ","","64","60","81","76","81","48*","31**","19","32","40","46","39","51","50","51","58","38","42","22","22","23","37","65","46","66","65","74","49","58","40","26","27","25","39","53","39","43","39","44","43","35","36","18","18","21","38","39","40","41","43","74","43","55","35","19","19","18","30",
"¸ðÇöµ¿","¿ùÆò±Õ","","75","68","88","84","93","","27**","20","39","43","56","44","45*","50","51","56","44","47","25","25","29","46","76","58","74","68","76","50","56","38","29","30","30","45","53","43","49","46","46","44","37","35","18","22","24","42","42","40","42","41","74","41","55","37","22","22","18**","37",
"»ï±â¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","45","35","37","18","22","23","45","43","43","39","44","75","46","61","40","20","20","18","35",
"¿ëµ¿¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","46","38","35","16","21","22","47","43","44","44","46","76","45","63","37","20","22","20","40",
"Á×Ç×µ¿","¿ùÆò±Õ","","57","49","63","52","53","38","30","25","31","29","50","47","67","74","65","60","35","36","22","21","22","31","57","49","62","67","67","46","50","37","21","25","21","23","33","29","30","28","31","32","31","30","17","22","20","27","28","30","35","36","56","36","43","28","17","19","16","25",
"¿¬Áöµ¿","¿ùÆò±Õ","","50","40","55","58","59","37","23","22","35","36","48","39","54","55","54","55","40","40","19","24","27","34","65","51","61","65","70","46","51","44","31","31","30","31","33","27","33","26","36","35","33","34","20","24","27","37","39","32","37","41","75","42","53","32","19","19","16","27",
"½ÅÅÂÀÎ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","27","27","24","33","58","43","52","53","60","36","41","38","31","34","28","39","45","37","40","34","36","33","30","41","21","31","26","36","34","32","36","41","64","34","51","39","23","23","19","31",
"¿µÆÄµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","24","24","19","30",
"°íÃ¢±º","¿ùÆò±Õ","","","","","","","","","","","","","","53","53","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"°íÃ¢À¾","¿ùÆò±Õ","","56","45*","58","60","53","32","24","23","36","38","46","44","","","","52","41","38","15","15","22","42","73","60","71","73","77","48","51","38","29","32","27","30","35","35","38","33","35","33","29","28","21","29","30**","0","0","24*","35","40","76","40","54","29","18","19","16","26",
"½É¿ø¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","26**","50","53","61","40","48","32","26","26","26","33","37","30","33","30","32","33","28","25","14","18","19","26","28","24","32","34","74","38","55","31","21","20","18","26",
"ºÎ¾ÈÀ¾","¿ùÆò±Õ","","46","40","57","61","68","43","28","26","40","44","56","45","71","73","68","58","42","41","23","24","28","42","69","49","61","61","73","46","59","41","33","35","32","40","42","33","36","33","39","40","33","34","19","23","27","42","41","35","44","44","86","43","60","32","22","19","18","33",
"°èÈ­¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51**","43","84","41","57","30","23","24","24","42",
"¿äÃÌµ¿","¿ùÆò±Õ","","49","43","61","58","64","46","29","28","38","41","52","42","63","66","66","73","59","64","40","20","21","29","63","49","61","62","70","46","54","42","29","30","27","39","46","39","44","38","42","40","33","41","22","26","28","41","41","38","45","46","88","47","64","40","21","22","19","37",
"°í»ê¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","68","55","56","35","34","18","18","18","27","59","41","60","60","65","43","48","37","25","24","21","28","39","35","40","39","44","44","36","41","17","21","23","34","33","37","39","46","72","45","56","37","15","15","19","30",
"ºÀµ¿À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","46","41","46","20","23","23","35","36","39","41","47","73","47","58","39","19","17","15","28",
"±¸ÀÌ¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40*","38","69","37","50","32","16","19","16","25",
"Áø¾ÈÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","58","53","54","30","29","21","19","19","24","52","38","55","55","62","39","41","37","24","24","19","24","38","33","34","34","39","42","38","43","19","22","21","28","30","31","34","36","58","37","46","32","23","25","21","27",
"¹«ÁÖÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","16","17","21","44","35","49","49","51","31","35","26","18","18","17","19","27","27","27","26","33","35","30","33","16","18","15","22","25","31","35","34","57","37","46","30","21","21","17","21",
"¼øÃ¢À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","49","39","49","55","57","36","41","30","21","28","26","29","35","33","36","34","37","40","34","33","14","17","20","31","35","37","41","44","73","46","53","34","19","18","18","26",
"Àå¼öÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","36","52","55","59","39","40","28","14*","26","30","36","51","46","53**","","39**","39","31","34","14","19","19","24","30","29","34","33","47","35","43","29","16","18","16","23",
"È­¼øÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","36","42","33","22","24","20","27","33","26","34","37","35","38","27","25","15","22","20","26","26","26","30","31","58","34","43","25","17","18","16","23",
"±¤¹«µ¿","¿ùÆò±Õ","","33","30","38","40","50","29","25","21*","27","22","38","","","","","49","32","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"¼­°­µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","37","41","34","","","","24","22","19","24","37","32","39","46","44","31","39","28","23","26","21","22","32","24","26","28","26","31","26","23","15","33","20","25","27","24","30","28","59","30","43","21","16","17","15","23",
"¿ù³»µ¿","¿ùÆò±Õ","","33","32","44","49","57","38","32","29**","","","","30","32","38","34","54","37","38","32","27","24","29","47*","37","40","49","48","39","46","34","26","32","29","28","38","30","29","33","32","36","32","31","19","32","26","29","27","24","32","34","58","37","50","29","24","23","20","26",
"¹®¼öµ¿","¿ùÆò±Õ","","31","27","36","36","46","27","24","19","27","21","34","28","30","34","30","45","26","27","21","18","18","24","31*","0","42","44","38","27","35","26","19","23","20","22","32","23","24","26","25","28","24","20","14","26","19","23","23","21","28","26","48","27","38","20","15","16","15","21",
"¿©Ãµµ¿","¿ùÆò±Õ","","37","32","41","44","51","31","27","23","32","26","42","35","38","42","37","53","33","33","26","23","23","31","47","40","43","49","46","33","41","31","24","28","23","25","36","27","28","30","28","32","27","23","16","29","22","26","27","25","33","30","53","29","40","22","17","18","15","22",
"´öÃæµ¿","¿ùÆò±Õ","","30","28","38","41","48","27","26","22","27","21","38","32","35","38","34","42","31","30","26","21*","21","26","40","34","41","45","43","32","41","34","28","32","25","25","33","26","27","30","26","33","28","28","23","42","23*","25","24","23","31","29","51","27","40","20","17","17","16","20",
"È­¾ç¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","19","20","29","36","32","36","41","40","29","38","27","21","26","23","25","33","24","26","27","27","31","25","21","14","27","21","25","25","23","31","29","61","29","42","22","16","18","15","24",
"À²ÃÌ¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","21","20","28","46","39","42","43","40","28","37","30","23","27","24","24","36","28","27","28","29","31","28","26","18","28","23","27","28","27","34","32","55","32","44","27","20","21","17","25",
"»ïÀÏµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","19","20","26","41","33","36","42","39","30","37","28","20","24","21","24","34","25","25","26","27","30","25","21","14","26","20","24","25","23","30","29","51","28","38","21","15","18","15","22",
"Áßµ¿","¿ùÆò±Õ","","37","36","40","46","52","38","30*","22","26","18","31","28","30","35","34","45","32","31","27","24","19**","0","","","","45","47","37","45","36","23","25","22","20","33","26","25","28","29","33","29","26","18","29","23*","30","34","33","39","40","75*","40","53","32","20","21","18","25",
"ÅÂÀÎµ¿","¿ùÆò±Õ","","41","40","49","52","58","50","48","30","32","23","36","33","29**","","","","39","46","41","39","34","41","36*","32","36","43","43","35","44","37","26","25","23","25","30","25","25","27","30","33","28","28","19","32","21*","26","29","27","34","35","60","38","49","33","22","20","17","22",
"Áø»ó¸é","¿ùÆò±Õ","","47","44","51","51","51","42","38","33","37","31","47","46","46","54","48","66","45","43","36","34","32","35","41","36","42","50","46","33","36","33","25","28**","20","21","32","28**","24","33","33","35","31","28","18","29","19*","23","27","32","37","35","56","31","47*","27","24**","","","",
"±¤¾çÀ¾","¿ùÆò±Õ","","31","29","37","38","42","29","25","20","23","19","35","31","33","38","32","39","26","29","21","20","17","22","37","29","36","44","40","27","33","26","19","22","18","19","30","26","27","26","25","27","26","22","14","25","17*","21","24","26","34","33","52","32","46","24","17","18","15","19",
"ÀåÃµµ¿","¿ùÆò±Õ","","39","36","44","56","57","40","38","33","29**","","","","42*","46","43","59","39","34","23","22*","25","37","55","44","51","53","50","36","41","33","22","33","28","25","37","30","30","33","33","37","32","28","20","28","24","28","27","26","36","34","54","32","28","26","17","17","16","20",
"¿¬Çâµ¿","¿ùÆò±Õ","","35","31*","42","44","53","34","30","27","32","27","44","38","39","43","38","49","35","36","28","29**","","29","49","46","38","44","43","29","35","26","19","28","15","19","34","27","26","27","26","30","27","23","14","23","21","21","23","23","30","32","56","33","27","25","17","17","15","21",
"¼øÃµ¸¸","¿ùÆò±Õ","","30","27","34","36","46","27","24","20","27","24","37","31","34","39","35","44","32","30","24","24*","17","22","33","26","31","39","37","25","32","27","21","27","23","22","32","23","25","25","25","28","24","22","16","27","24**","0","0","22","31","29","56","31","30","23","17","18","16","21",
"È£µÎ¸®","¿ùÆò±Õ","","26","22","29","41","47","29","22","19","26","20","34","27","33","44","42","59","39*","34","24","20","19","24","38","30","34","44","39","29","38","26","20","25","21","21","31","24","24","25","25","27","26","22","15","25","20","18**","0","31**","36","34","61","35","48","27","18","18","17","22",
"½Å´ë","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","47","46","46","37","44","32","21","30","20","23","37","31","28","29","30","33","32","30","20","29","22","27","28","26","34","33","60","35","48","30","20","20","18","24",
"¿ë´çµ¿","¿ùÆò±Õ","","39","36","47","50","52","33","32","30","38","36","47","42","46","43","41","56","38","38","29","26","25","32","51","45","50","55","64","39","52","32","27","33","28","36","41","35","41","39","38","40","32","29","19","34","29","36","34","34","42","45","95","42","39*","31","23","22","18","27",
"ºÎÈïµ¿","¿ùÆò±Õ","","43","40","51","51","57","35","32","29*","34","32","41","38","41","38","37","49","36","37","32*","27*","25","31","52","46","50","54","62","37","48","32","30**","33","27","32","37","29","35","33","34","35","25","23","18","31","26","28","29","29","35","40","81","37","61","26","20","20","17","25",
"³ªºÒ¸®","¿ùÆò±Õ","","41","38","53","50","51","35","37","30","35","31","45","40","44","45","41","47","37","36","31","28","24","32","51","42","47","49","59","37","46","31","33","36","28","35","42","41","42","39","39","40","33","33","25","47","30","30","33","34","","","","","","","","","","",
"¿µ¾ÏÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16*","24","23","31","28","31","32","35","68","33","50","29","16*","17","18","29",
"´ëºÒ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","38","","","57","27","17","","","",
"ºû°¡¶÷µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","43","45","44","52","35*","41","19","20","27","34","52","33","39","44","56","41","45","40","23","25","18","25","34","27","30","25","28","30","25","24","13","19","20","32","30","28","28","31","58","31","44","24","15","14","12","19",
"´ã¾çÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","41","44","46","53","41","40","22","21","27","30","53","44","55","58","63","37","42","42","31","26","21","27","39","27","29*","36","42","46","43","42","26","32","26","39","39","36","38","43","73","45","37","37","24","23","22","33",
"Àå¼ºÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","37","44","44","50","35","32","21","17*","22","31","51","34","50","52","58","41","45","33","20","20","21","31","39","34","37","31","35","36","32","32","18","23","23","34","33","32","34","39","69","43","53","33","23","22","20","27",
"ÇØ³²À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","36","36","23","21","23","32","45","32","40","43","52","34","45","35","23","27","23","32","35","28","33","33","33","36","32","27","15","26","19*","34","28","28","32","36","70","36","50","27","20","22","19","27",
"¿µ±¤À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","58","42","50","52","64","42","47","34","23","27","24","36","41","34","43","34","38","38","32","32","18","23","23","36","35","31","38","41","81","41","59","31","21","21","19","29",
"ÀåÈïÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","39","43","45","26","34","31","20","31","21","28","34","28","30","29","30","35","30","28","17","25","24","28","26","29","31","34","67","35","50","32","29","30","29","28",
"ÁøµµÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","43","46","30","40","26","20","24","21","29","33","26","37","35","34","34","24","21","15","26","23","27","26","25","34","37","80","33","50","25","25","27*","17","23",
"½ÅÁö¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","46","48","31","41","26","20","24","20","25","34","23","27","28","28","32","24","19","13","26","20","25","24","21","30","28","63","29","46","19","15","15","14","21",
"ÇÔÆòÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","48","54","33","42","31","22","25","21","32","39","36","43","39","38","38","27","24","13","22","22","33","33","35","40","45","83","39","54","26","18","17","16","27",
"°íÈïÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","30","38","27","19","23","20","25","33","26","29","33","28","31","25","20","13","25","20","24","25","26","31","31","60","31","43","23","19","20","19","24",
"½Å¾È±º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","32","42","23","13","37","17","26","30","23","30","25","27","30","23","20","12","21","18","24","23","24","28","35","77","35","51","24","18","18","15","21",
"¹«¾ÈÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","37","48","39","31","34","33","43","44","35","43","39","42","43","38","36","21","30","29","41","38","33","38","43","80","44","59","37","27","26","25","34",
"°­ÁøÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","23","28","22","25","28","26","31","29","27","29","24","24","15*","32","22","25","24*","28","29","33","53","30","44","24","21","21","18","22",
"°î¼ºÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","26","41","34","39","34","33","38","30","29","15","23","20","30","33","35","38","38","60","35","48","27","16","18","16","25",
"±¸·ÊÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","29","24","27","36","33","34","31","33","36","34","31","20","27","24","28","33","31","34","36","59","37","47","32","22","19","19","25",
"¹ú±³À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","26","38","33","37","38","35","36","28","26","16","26","21","29","29","34","40","40","65","33","46","24","17","18","18","25",
"º¸¼ºÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","35","45","27","23","23","17","23",
"¿µ´öÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","29","24","25","13","23","16","21","24","27","32","34","45","31","35","21","16","20","11","14",
"¿µÇØ¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21**","29","32","49","36","41","22","17","19","14","18",
"¿µÃµ½Ã","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","58","52","52","40","47","31","23","25","23","30","45","44","39","38","38","40","38","34","20","25","23","32","40","36","35","37","55","39","39","32","20","21","15","24",
"ÀÇ¼ºÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","32","28","27","11","18","15","24","32","35","32","32","44","32","37","25","16","18","14","17",
"ÀåÈïµ¿","¿ùÆò±Õ","","38","34","43","43","48","31","28","22","30","32","42","38","44","44","41","64","58","42","44","31","33","36","50","43","53","53","55","43","52","46","39","35","30","34","44","41","40","43","46","50","46","41","29","35","42","39**","0","0","40","41","61","50","48","39","27","32","27","29",
"Àå·®µ¿","¿ùÆò±Õ","","36*","39","48","51","62","39","33","28","32","27","45","40","42","49","53","61","37","37","31","20","24","23","35","25","34","34","40","37","46","28","25","22","20","26","33","30","27","30","31","34","32","30","17","24","22","26","29","30","31","35","54","39","40","28","21","23","18","25",
"´ëµµµ¿","¿ùÆò±Õ","","39","28","37","36","44","29","23","","35","32","50","46","49","50","44","65","49","44","36","25","26","32","52","40","47","41","56","44","50","37","30","30","28","32","40","36","34","37","40","44","41","39","25","26","27","35","39","37","38","41","61","47","46","36","22","26","22","24",
"´ë¼Û¸é","¿ùÆò±Õ","","41","38","47","46","53","39","38*","","36","39","51","46","49","51","46","66","56","37","34","22","26","29","45","34","47","45","48","40","45","34","27","27","24","31","37","33","31","32","35","37","35","32","23","24","28","35","36","37","39","42","62","48","43","32","21","20","18","24",
"3°ø´Ü","¿ùÆò±Õ","","50","47","49","35","43","31","25","19","28","28","48","48","51","52","42","65","51","40","38","22","28","36","60","48","55","55","60","48","53","36","26","28","28","35","47","40","40","43","46","46","37","31","23","28","36","39","43","44","49","51","67","57","51","39","31","33","26","29",
"¼Ûµµµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","25","32","39","38","35","36**","40**","37","35","35","20","24","24","33","36","35","38","41","62","46","44","35","21","22","17","22",
"¿ÀÃµÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","28","36","44","42","42","39","41","43","39","36","24","30","30","37","38","43","44","47","63","48","47","35","24","27","22","29",
"Ã»¸²µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","31","41","54","50","45","43","47","49","41","37","23","30","35","44","47","48","50","52","74","58","56","35","24","30","27","39",
"¿¬ÀÏÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32*","35","22","23","20","24",
"Á¦Ã¶µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43*","32","20","28","25","35",
"°ø´Üµ¿","¿ùÆò±Õ","","56","49","52","56","61","44","39","27","38","37","56","54","57","58","50","60","47","42","32","26","27","39","68","52","67","64","70","49","52","37","29","31","28","33","50","49","46","41","37","39","34","32","18","22","23","33","41","48","50","51","69","51","53","41","29","30","30","36",
"¿øÆòµ¿","¿ùÆò±Õ","","45","38","50","49","52","36","31","24","33","30","48","48","52","52","61","81","53","42","29","28","30","42","80","68","85","77","76","51","54","37","31","30","28","28","41","48","46","46","43","48","40","37","22","26","29","38","46","45","49","51","65","48","45","32","20","21","19*","29",
"Çü°îµ¿","¿ùÆò±Õ","","40","35","39","41","42","29","24","16","24","23","38","37","41","61","52","70","49","42","34","30","28","40","68","54","70","69","69","52","59","43","36","35","31","30","39","41","37","38","38","41","34","31","19","23","23","27*","0","0","","32**","56","38","39","30","21","25","26","32",
"4°ø´Ü","¿ùÆò±Õ","","68","48","52","48","50","33","27","23","40","36","61","62","59","58","49","66","50","37","32","27","36","46","78","64","81","75","74","47","48","34","38","35","28","38","49","52","46","47","45","47","39","30","14","19","24","36","45","42","","42","61","42","46","26","22","28","17*","26",
"Áø¹Ìµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38**","60","46","47","35","20","23","20","30",
"½ÅÀ½µ¿","¿ùÆò±Õ","","46","41","50","51","50","37","33","24","31**","37**","46","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"¹®´çµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","51","66","64","77","58","47","31","27","33","47","77","59","74","75","83","44","38","30","30","25","25","29","39","41","37","37","39","40","37","37","24","26","25","35","40","38","","","","","","","","","","",
"´ë±¤µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","67**","60","43","44","32","26","25","23","32","43","45","37","37","40","42","36","34","18","22","22","32","41","39","45","45","61","43","44","31","19","21","18","31",
"ÆòÈ­³²»êµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","38","37*","39","58","39","38","25","15","16","13","23",
"À²°îµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","40","35","32","15","21","18","29","39","38","41","42","64","41","40","29","20","22","19","29",
"¼º°Çµ¿","¿ùÆò±Õ","","35","29","37","37","45**","36","31","22","29","31","47","39","43","44","38","57","47","38","31","21","25","30","51","39","50","47","47","39","47","32","24","26","22","27","39","39","35","35","36","38","38","34","23*","26","22","30","34","33","36","37","58","44","39","33","21","21","16","22",
"º¸´öµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17**","26","26","26","27","25","24","15","22","20","27","30","31","34","36","55","38","36","27","17","19","13","15",
"¾È°­À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17**","30","31","32","33","31","29","14","21","19","32","33","30","33","35","52","37","36","27","15","17","13","20",
"¿Üµ¿À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20**","31","33","35","35","33","30","16","22","20","30","33","33","34","37","56","39","37","29","19","20","16","25",
"³²¹®µ¿","¿ùÆò±Õ","","49","44","48","46","53","34","27","18","28","27","47","45","48","45","47*","54","41","33","26","21","27","32","44**","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"¸í·ûµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","46*","48","37","44","29","26","25","19","26","36","39","36","35","35","38","33","34","15","22","18","28","37","38","36","39","53","37","50","30","19","23","24","41",
"ÈÞÃµ2µ¿","¿ùÆò±Õ","","63","54","53","52","55","34","28","23","31","32","57","52","56","56","47","58","52","40","30","24","32","43","79","71","98","84","82","56","62","38","33","34","31","","","","","","","","","","","","","","","","","","","","","","","","","",
"°¡Èïµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","64","66*","","","37**","46","35","36","16","21","23","36","46","50","47","50","60","45","51","32","23","22","15","20",
"Áß¹æµ¿","¿ùÆò±Õ","","53","44","51","51","55","41","34","23*","33","30","55","49","44","57","52","59","41","36","32","20","24","35","61","50","64","60","59","44","48","37","31","33","23","27","41","45","37","39","37","41","39","35","21","27","24","35","43","43","45","44","57","43","40","33","19","20","15","22",
"ÇÏ¾çÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","38","19","21","21","27",
"»óÁÖ½Ã","¿ùÆò±Õ","","","","","","","","","","","","","53**","44","40","45","53","40","29","20","17","21","28","49","40","55","54","62","44","48","30","25","25","22","30","45","40","37","37","41","42","34","35","17","22","21","33","42","43","42","41","60","43","53","32","21","20","15","25",
"Ä¥°î±º","¿ùÆò±Õ","","","","","","","","","","","","","94**","43","47","38","55","40","35","25","19","21","28","50","43","56","51","51","37","40","29","24","26","24","27","39","38","36","36","37","39","37","34","21","26","23","32","41","40","42","41","63","47","48","43","36","40","24","25",
"¿ïÁø±º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","34*","43","32","37","22","24","24","18","24","27","26","23","29","32","32","28","27","14","22","18","22","26","26","30","35","49","39","44","28","19","24","18","20",
"¼®Æ÷¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","18","18","20","13","17","21","22","19","25","25","27","20","25","11","18","13","21","25","28","31","36","46","35","41","23","17","19","11","16",
"ºÀÈ­±º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","25","18","20","14","23",
"¿ï¸ªÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30**","24","20","26","26","23","21","24","31","34","30","24","18","25","23","26","26","23","27","36","51","39","37","23","18","23","19","19",
"´ë°¡¾ßÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24**","31","31","29","30","30","33","32","31","18","26","26","31","35","35","39","39","54","41","38","33","22","24","20","26",
"±ºÀ§±º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","35","30","28","13","18","15","24","30","31","33","34","50","37","42","30","20","19","16","19",
"¼ºÁÖ±º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","33","31","29","18","21","21","28","33","33","35","36","48","38","34","29","22","20","21","33",
"¿¹Ãµ±º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","39","32","32","15","21","19","30","35","34","34","38","54","40","50","32","21","21","17","27",
"È­¾çÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","34","33","28","14","20","17","31","35","36","37","37","53","39","37","33","20","21","16","21",
"Ã»¼Û±º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32**","32","27","30","15","20","16","23","29","33","32","34","46","34","40","26","18","20","12","16",
